source_table,total_rows,distinct_ids,ordinal,column_name,data_type,null_empty_count,null_pct,distinct_values,flag
raw.salesforce_sponsorship,228229,227245,28,Orphan_Last_Name__c,nvarchar,0,.00%,30385,✅ clean
raw.salesforce_sponsorship,228229,227245,29,Orphan_Country__c,nvarchar,35,.02%,24,🟡 low
raw.salesforce_sponsorship,228229,227245,30,Orphan_First_Sponsorship_Date__c,nvarchar,1,.00%,15263,✅ clean
raw.salesforce_sponsorship,228229,227245,31,Donation__c,nvarchar,218541,95.76%,5878,🔴 high
raw.salesforce_sponsorship,228229,227245,32,Recurring_Donation_Status__c,nvarchar,113749,49.84%,3,🔴 high
raw.salesforce_sponsorship,228229,227245,33,CaseSafeOrphanId__c,nvarchar,0,.00%,79469,✅ clean
raw.salesforce_sponsorship,228229,227245,34,Orphan_Gender__c,nvarchar,2,.00%,2,✅ clean
raw.salesforce_sponsorship,228229,227245,35,Recurring_Donation_Campaign__c,nvarchar,113844,49.88%,1575,🔴 high
raw.salesforce_sponsorship,228229,227245,36,Annual_Report_Sent__c,nvarchar,0,.00%,2,✅ clean
raw.salesforce_sponsorship,228229,227245,37,Country_Logo__c,nvarchar,17022,7.46%,10,🟠 medium
raw.salesforce_sponsorship,228229,227245,38,Donor_Record_Id__c,nvarchar,68532,30.03%,92051,🔴 high
raw.salesforce_sponsorship,228229,227245,39,Orphan_Detail_Email__c,nvarchar,0,.00%,206330,✅ clean
raw.salesforce_sponsorship,228229,227245,40,Current_Year__c,nvarchar,0,.00%,1,✅ clean
raw.salesforce_sponsorship,228229,227245,41,Orphan_Visit_Status__c,nvarchar,25063,10.98%,4,🟠 medium
raw.salesforce_sponsorship,228229,227245,42,Donor_Regional_Office_Code__c,nvarchar,121,.05%,9,🟡 low
raw.salesforce_sponsorship,228229,227245,43,Orphan_Visit_ID__c,nvarchar,25063,10.98%,38122,🟠 medium
raw.salesforce_sponsorship,228229,227245,44,Orphan_Visit_Due_Date__c,nvarchar,25063,10.98%,21,🟠 medium
raw.salesforce_sponsorship,228229,227245,45,Orphan_Postal_Conga__c,nvarchar,0,.00%,227241,✅ clean
raw.salesforce_sponsorship,228229,227245,46,Orphan_Field_Office_Reference__c,nvarchar,118116,51.75%,10626,🔴 high
raw.salesforce_sponsorship,228229,227245,47,Orphan_Age__c,nvarchar,0,.00%,33,✅ clean
raw.salesforce_sponsorship,228229,227245,48,Instruction__c,nvarchar,221598,97.09%,494,🔴 high
raw.salesforce_sponsorship,228229,227245,49,Field_Office_Orphan__c,nvarchar,72874,31.93%,26,🔴 high
raw.salesforce_sponsorship,228229,227245,50,Regional_Office_Code_Donor__c,nvarchar,60975,26.72%,9,🟠 medium
